,comment,label
880,"You are such a drama queen. The military is not ""destroyed"".",0
881,I don't believe you have any right to judge the military. When did you serve?,0
882,From 1990 to 2012.,0
883,sure,0
884,"I don't believe you should have made a pedophile Speaker of the House, but you seem to be fine with that. Sad.",0
885,Proof the Navy has a sense of humor. I can here it now. U.S.S. Milk full of seaman enter San Francisco.,2
886,"Judge Napolitano, I must correct you on a talking point I just watched you state on Fox Extra. Your point that South Carolina should remove the Confederate Flag from the State House is wrong, and it surprises me that you failed to do the proper research. The state legislature removed the Confederate Flag from the State House on 1 July 2000. It was then placed BEHIND the Confederate War Memorial on State House grounds to honor the troops from SC who fought for the Confederacy, right where it belongs. In the future, PLEASE do your research before spouting off like a liberal.",0
887,"The flag means different things to different people, especially people that do not live in the south and do not understand southerners or their heritage. I have no hate for any race, I try to avoid ticking off others by using racial comments in public just as I try to avoid cussing at the office. But don't understand how 13% of the population can tell the rest of us that we have to believe what they believe, and we cannot honor our ancestors who fought the North in the civil war by flying a flag on our private residence if we choose to. Two weeks ago I started flying both the American flag as well as the confederate battle flag daily. Don't like it, make your opinions known from the street, touch my flag and I'll defend my possessions as its attached to my house. Since I started flying it, 5 other neighbors have started flying theirs as well. All of which used to fly the American flag on flag day, holidays, and anytime it felt right to do so, now they all fly the Rebel flag(battle flag) as we feel we are under attack, not from minorities who live in the south, but once again from activists from the North, forcing their opinions and rules and regulations on us where they have no right to do so. I am rebelling against that in the easiest way I can, by flying a flag that I have displayed on my first car for 40 years, and flying the flag of my College, and the confederacy...regardless if it lost a war or not. The North cannot abolish southern values or heritage, even if they want to protest our government buildings, try it in the suburbs and see what type of response you get.",0
888,You lost me when you brought god into it.,0
889,I wish we had Napolitano on the US Supreme Court Great article.,0
890,I wonder why the author did not stand up for the rights of those who support international hate groups such as islamic terrorist. Where does he stand on terrorist like ISIS recruiting via social media.,0
891,No I couldn't even finish reading this because it is wrong at the base and it is wrong throughout.. You should really do some research on the different flags there are that are similar.,0
892,The Stars and Bars is a symbol of souther heritage.,0
893,Are they removing the Black Panthers colors or just the stars and bars.,0
894,"The Left insists that Americans recognize racism today and acknowledge its stain on our history. We already do this daily, from private discussions to national conversations (Ferguson, Baltimore), motion pictures (12 Years a Slave, Selma), and even Black History Month. To that end, Democrats should stop flinging their Confederate flag onto the Grand Old Party. Instead, knock-kneed Republicans should steel themselves for once and demand that Democrats concede that they invented this intimidating standard and deployed it for more than a century to keep blacks down.",0
895,"The Flag did not keep blacks from being successful, they did it to themselves. They have more opporiturity than most white people today and its been over thirty years. Most blacks will never be successful, they do not have the drive to push forward, they want something for nothing.",2
896,"Former governor Howard Dean (D., Vt.) told the Democratic National Committee in 2003 that “white folks in the South who drive pickup trucks with Confederate-flag decals on the back ought to be voting with us.” That November, Dean declared",0
897,"I think you've missed the point of his comments. ""Missing the point"" seems to be a common theme with you.",0
898,"As a Democratic governor, Bill Clinton in 1987 signed Act 116, which concerned his state banner. It read",0
899,Democratic activists General E. Lee adopted the flag as his national symbol in 1863,0
900,Who is E. Lee? Is he famous or something?,0
901,"Robert E Lee, confederated General, leader of the confederated army. Did you study history?",0
902,"What he was pointing out...which evidently you were not bright enough to pick up on...is that the first poster missed the ""Robert"" in Robert E Lee.",0
903,"< an example of progressives making sure everyone is doing exactly what the left says is PC. GFY, I'm sure you understand very well what those letters mean, right gruber?",0
904,"Not politically correct, just correct. There is no general E. Lee. Calling people names like ""gruber"", shows you are an immature child. Grow up.",0
905,"I firmly support the right of Southerners, rednecks, Republicans, and other miscellaneous halfwits to fly the Confederate flag. I particularly support it and encourage it during election years. Please, fly the flag and let minority voters exactly what you think of them. Your help in encouraging these people to vote will be doing your country a tremendous service.",0
906,The Confederate Battle Flag to me represents to me the willingness to stand up to an obsessive Federal Government that enforces its will through violent force. No state ever surrendered its Sovereignty under the Unites States Constitution. During the Philadelphia debates that was one of the main issues. The states ONLY surrendered 18 power that the Federal Government of the newly formed REPUBLIC would have the power to enforce. Also didn't South Carolina have the oldest Constitution that predates the US Constitution. Now that basically means that the Confederate Battle Flag represents standing up to tyranny and oppression of a tyrannical government. The war for independence from British Oppression was fought for the same reason as the civil war. The civil war was not fought over slavery...it was fought over the belief that the federal government did not have the authority to dictate to the states...(minus a constitutional admin.) Slavery was wrong and terrible blight on our past. The Confederate Battle Flag is part of our history and our southern heritage.,0
907,"The Federal Government violates the constitution left and right. Read the Judge's piece, ""Imagine America without the Constitution"" to see just a few clear examples. Our nation was intended to be one of numerous separate sovereign States, yielded limited authority to a central government for the purpose of patrolling the coasts for piracy, minting currency, and other things that a Federal government would be able to do more efficiently than all the States separately. Lincoln would undoubtedly role over in his grave if he would have seen how the Federal Government would have used the Civil War to strip states of their rights and powers… The Federal government just votes itself more power year after year.",0
908,Silly people with silly ideas - Yep that flag means something.,0
909,That and slavery.,0
910,Just flag this soros paid troll as spam. It's that time of month so emotions is all it has to operate on. Gruber,0
911,"He is correct, and any that call anyone ""gruber"" is clearly a child. Grow up. If you have something to refute, refute it.",0
912,"None of these Liberals understand that Judge because they are the ones who infiltrate the Government. This is what happens when you let people in illegally, take people in from hostile to America areas and when you let people like Vallerie Jarrett, Barack Obama or Van Jones head departments that impact people. Liberal fantasy playing a dangerous game with reality....",2
913,Hispanic people = SC will take down its Confederate flag? That's a new one.,0
914,"There you go thinking again. Please, leave it to people equipped and qualified to do it correctly.",0
915,I say change the name of Fort Bragg (who was a traitor) to Fort Sherman as a reminder to all confederates. Don't make us burn down your cities again.,0
916,"On April 4, 1818, a plan was passed by Congress in which the flag was changed to have 20 stars, with a new star to be added when each new state was admitted, but the number of stripes would be reduced to 13 so as to honor the original colonies. ● 10 million+ Estimated number of Native Americans living in land that is now the United States when European explorers first arrived in the 15th century ● Less than 300,000 Estimated number of Native Americans living in the United States around 1900 4 Million Slaves in 1860 who granted had a bad 100+ years even after slavery ""ended"", or dropping a continents entire population to 0.3% of it's original number.... Maybe we should be more concerned with the atrocities done to the natives of America. Maybe they should be slightly more offended by the flag flying over the White House. Many people who love the constitution would prefer the Gadsen Flag (Don't Tread on Me) replace the old, clearly offensive, stars and bars design anyway. Hug an ancestor of a slave. Cry for an ancestor of an actual native of the continent we all strive to make a better home for all of us.",0
917,You do know the vikings come here before the asians crossed the land bridge right?,0
918,"As much as 25% of the DNA of the North Eastern North American natives was European in origin. How many hundreds of years and what percentage of their DNA before they were considered native by you sir? Or are we all only native to Africa? 125,000 to 60,000 years isn't that long really is it...",0
919,Genetics has proven that information to be outdated. I would suggest a Nova series called the First Ones. It will fill you in on the latest information we have gotten from genetics.,0
920,"In the real world, God gives us freedom to suffer the consequences of our inappropriate words and deeds.",0
921,God also gives us the freedom to bask in our words and deeds regardless of what others may think about them,0
922,"God is , as always, whatever you imagine it is.",0
923,So who's responsible for the incredible list of misdeeds done by our government? You? Me? Or is it that America is great because no one takes responsibility for any misdeeds... Well unless you can only afford a public defender.,0
924,"Mentioning ""god"" and the real world together is an oxymoron.",2
925,Confederate flag represents resistance to federal authority enforced by military aggression,0
926,AMEN But that doesn't serve Liberal propagandist agenda.,0
927,"All this diversity training everyone has had to go thru over these many years was supposed to fix the waty people felt about race. Yep quota laws would help.....political correctness was going to help.....I don't know all of them, but the results can be seen on news clips of Ferguson and Baltimore..............can't they?",2
928,"Another name for ""diversity training"" is to brow beat one group until you can create even more who didn't previously but now thoroughly hate you for eternally dissing them.",0
929,Your religion ends where my nose begins. If you want a caliphate as the basis for government move to Iran. Good riddance,2
930,Isis is destroying all remnants of middle eastern heritage and religion that does not support sharia law. This is the left's equivalent action here in America,2
931,Nonsense. Grow up.,0
932,"< nonsense? please explain the difference, we're all waiting to hear you deliver an intelligent response........ still waiting......",0
933,Now we are fighting over a flag? Some Indians are against the American flag. Where does all this end?,0
934,"True, more hate, more carnage, more destruction has been done under the Stars and Stripes than under the Confederate battle flag. Japenese incarcerated, and even some Germans. Native Americans wiped out almost, the rest placed on forced marches to rival the Bataan death march in WW2. Remember Trail of Tears and women giving birth or having miscarriages along the way, marched every day across hundreds of miles. Deliberately infected blankets with smallpox given to old men, women, children, in order to wage germ warfare against them. Deliberate bombing of civilian centers in Germany and Japan instead of only industrial targets. Thousands wiped out in a fiery holocaust in just 2 days in Hiroshima and Nagasaki using atomic weapons. Yes, if there's a flag that should be retired because it's displayed hate and excess of bloodshed it's the Stars and Stripes. When placed beside that record, the Stars and Bars comes off looking almost saintly.",0
935,People in India are against the American flag?,0
936,Foxxy is my kind a lady,0
937,so if FOX thinks racist hate speech should be protected why is FOX so up in arms about ISIS hate speech and should their flag be protected too?,0
938,Yes their flag should be protected Beheading people and pushing them.off buildings is not speech.,0
939,Obama has one.,2
940,"""The State has no business expressing opinions on anything, and it is required to protect ha te"" At least he's consistent. Remember, Judge Napolitano is the one who, in an April 2015 O'Reilly interview, defended the AFDI who wanted to post advertisements caIIing for the kiIIing of Jews.",0
941,FREEDOM is HILARIOUS to some. A necessity to others. Our forefathers believed in certain inalienable rights... Many of us do not laugh at people like you who would pursue perceived safety at the cost of our freedoms. We BELIEVE in the Bill of Rights.,0
942,There are no such things as inalienable rights.,0
943,"There is NO entity in America that will ever oppress my 1st Amendment right which also includes any individual in government office. Obama, by ordering retail outlets to stop sales of a flag has become a domestic enemy of the 1st Amendment.",0
944,"You think the President ""ordered"" five separate retailers to stop selling fIags? What a nutter.",0
945,"He probably did, Muzzy",2
946,"Obama is demanding the erasure of American history by funneling hate. The Nazis did exactly the same thing and over 6 million people died. Make no mistake, the Democratic national Communist agenda is to socialize America and oppress the Constitution.",0
947,"YES, it is. Obama hates this country and our freedom and is intentionally destroying it.",0
948,exactly.,0
949,Why the lies?,0
950,< why the ignorance?,0
951,It sure looks that way,0
952,6 million? try 100 million. 30-40 million in USSR alone.,0
953,The confederate flag is the least of America's problems.,0
954,Right on.,0
955,The Washington Redskins are just happy the attention has moved on to rebel flag.,0
956,"Hate gets a bad rap. We were given the ability to make judgements. I hate violence against the weak, I hate coffee, I hate House (Hugh Lorry is terrible.) Embrace your hate. You have a human right to it. The real hate is shutting down free speech",0
957,"Oh, come on, he's not that bad.",0
958,"Funny, some people cannot see why Blacks are offended by the confederate flag. It just amazes me. The whole purpose of the confederacy and its constituiton was to allow the continued enslavement of Black people. No state could be apart of the confederacy unless they allowed the practice of slavery. If you do not believe that, then I strongly urge you to read both the US and confederate constitution. The whole purpose of the civil war was to continue the horrible act of slavery in the south. With that, I say now to take the rag down and put it in a museum.",0
959,It's shocking how many people just argue it is southern pride. No it is not. You can be proud of where you are from without displaying a flag that reminds people of the horrible attrocities their ancestors lived through.,0
960,"barker   If it was their ancestors that lived thru it, then they get to choose whether to acknowledge it or not. Why is it your business?",0
961,"barker  The ""whole purpose"" was not slavery, and the vast majority of those who fought for the South did not own slaves. Many were ambivalent with respect to it. But, what drove the conflict most was the idea that the States were not subservient to the United States, and had a contractual right to withdraw from it. New York was the first to test this during the first ""civil war"" of 1812, when NY's legislature drafted articles of succession. Had the Brits decided to back off after burning D.C., NY and other Eastern States may have tried to leave the Union. The Southern States might have said ""good riddance"". The issue of the Confederacy certainly contained the ongoing issue of slavery, but its primary issue was ""States rights"", a battle that continues to this day.",0
962,barker  Whatever other issues were involved do not matter. In 2015 we remember it as slavery. So the confederate flag is now associated with slavery. That is why it must go.,0
963,"barker  not we, you. That's what it means to you.",0
964,"barker  I will fly it from now on, I will not be a slave to the PC police.",2
965,"Treason is as treason does , pull down and burn that no good rebel flag. It's not a god given right to side with treason,freedom of speech is a Constitutional Right.....God did not sign the Constitution ,MEN signed that document in spite of both the Crown and the Church of England. You can have your so called divine right and your divine might our government has neither and never shall. It will always be obedient to the Citizens of the United States or else.",0
966,"Treason is as treason does, your right our goverment is full treason. Trying to give our enemy a nuke.",0
967,Obama is a traitor and belongs in prision.,0
968,Bush first. He is an international war criminal.,0
969,"barker  Try again after you sober up Have you ever heard the term ""inalienable rights""? When you are sober, tell us what you think it means.",0
971,barker   Ha I like your response better than mine,0
972,"Incomprehensible, inaccurate and wacky.",0
973,One minute you claim to believe in Freedom of Speech. The next you want to silence speech you do not agree with... IN THE SAME POST. Freedom of speech is about ALL speech being free. Not just the speech you like or agree with. Wow.,0
974,I find it funny that people are talking about freedom of speech. Nobody said you can't fly a flag at home. They are just saying the state government shouldn't do it.,0
975,So what are your thoughts on affirmative action?,0
976,Not a huge fan - state by state issue.,0
977,Me neither,0
978,Very few people are anymore.,0
979,Our government has three branches,0
980,Very incorrect - the First Amendment applies to citizens - not any branch of Government.,0
981,You need a refresher course.,0
982,And I think you need high school.,0
983,Not to mention there is no freedom of speech issue here at all,0
984,"Freedom of speech is a myth. Few seem to understand that the First Amendment does not confer ANY absolute right of free speech. What it does is place a limit on the power of one branch of government to control speech, the legislative branch. And even that limit is more myth than reality.",0
985,That's not true. The First Amendment applies to all citizens. It does not apply to any branch of the Government.,0
986,Proof that American public schools need to teach civics.,0
987,"""Congress shall make no law... abridging the freedom of speech..."" I believe the other 2 branches to clearly be implied. Why don't you?",0
988,You think that flag is terrible and it is. these politicians need to do something with the isis flag full of hate. they have taken thousand's of innocent lives in the last couple years. Under the isis flag they are killing as we speak. People stop thinking about yourselves and what happen a hundred years ago. Open your eyes and look at today. Pray for your brothers and sisters in Christ that our politicians will stop the genocide.,0
989,that flag is no more terrible than YOU are,0
990,how am I terrible huh,0
991,I do know you talk like a nut job. nobody is flying isis flags here. you are in the wrong country,0
992,yes they are where you been,0
993,I am right here and I don't see any. some of my neighbors fly the confederate flag though,0
994,it flying high here thats why Americans are joining Isis,0
995,now whos the nut job,0
996,You are wrong. Get educated and find out the truth. There have been people flying it. Very sick.,0
997,"The ISIS flag isn't flying from any state Capitol buildings, is it?",0
998,"barker  Not yet And, given Obama is a lame duck...we may be safe for a while",0
999,barker  Don't count on it.,0
1001,Keep traveling in this same direction and it will,0
1002,"If Obama has his way, it WILL be flying from all 57 of them.",0
1003,barker   Too funny,0
1004,Why can't we look at both issues?,0
1005,i do i just said both flags are terrible,0
1006,Protecting hatred preserves hatred. GOP/FOX spin team must be commended for continually massaging narratives to suit their angle.,0
1007,You are falling in to communism and we will fight you . we will never give in to it,0
1008,"barker  You miss the whole point, you ""intellectual lightweight"". Freedom is about protecting speech..whether or not YOU like what is being said",0
1009,"So, you object to the 1st Amendment?",0
1010,yes communists try to shut you up any way they can. the political correctness is the start of it,0
1011,My angle is do not tread on me and I will not tread on you. Try to take my GOD given rights and you best bring a lot of back up,0
1012,"We have freedom of speech. That means all speech, not just speech that you agree with.",0
1013,"Remove the flag, everything Im not so sure about. I always enjoy Napolitano. He is usually spot on, and unbiased.",0
1014,As a white southerner - there is nothing wrong with southern pride. But we should not be flying a flag that reminds all African Americans that our relatives once owned their Great or Great Great grandparents Every time they see this flag they are reminded that white America used to own their relatives as property. Why on Earth should we keep perpetuating this??,0
1015,Good point.,0
1016,That's ridiculous.,0
1017,How on earth is that ridiculous?,0
1018,She doesn't know.,0
1019,How can you know what is in another one's thoughts?,0
1020,"Ah, so you know he's right. Figures.",0
1021,So you would be ok with your government flying the flag of a group that kidnapped your grandmother and used her as a slave?,0
1022,(not to mention a flag whose SOLE PURPOSE was as that of an enemy state),0
1023,Another good point.,0
1024,Enemy state? Tells me you not only do not know your country's history you also are not up on why the states felt that they could secede.,0
1025,"The USA has paid dearly and still does for that smudge in history, but these types of actions perpetuate racism, keeps it alive. I guess liberals are the true white apologists.",2
1026,I agree. Flying a flag that symbolizes racism perpetuates racism. Time to take it down.,0
1027,"what flag is that? confederate flag never internationally promoted racism, slavery maybe but it also represents southern patriotism...",0
1028,"Yeah, you're right. The flag representing a people defending slavery in no way represents any racism. If you want to demonstrate your American patriotism in the south, FLY AN AMERICAN FLAG Not the flag of an enemy state.",0
1029,"I am very proud of the America Flag. Maybe you need to learn some more about what occurred under this flag since the first day it was raised. You really should stop being so melodramatic, not becoming at all.",0
1030,"Really? ""Smudge in history."" Kidnapping thousands and enslaving them is not a ""smudge."" I am southern and I have pride without ever having touched that racist flag. It is extremely hateful and should have been retired (well, it was before the civil rights movement) years ago.",0
1031,I'm not understanding this kidnapping point. Be real. Other countries took by force their own people and sold them for a coin. Stop attempting to portray this country as being the only one that participated in this evil trade.,0
1032,"Yes, there are LOTS of countries that have been and are far worse. There are still lots of slaves in the ME and Africa.",2
1033,", See you don't have a clue, the grandmother was nabbed by her own people and sold to slave traders(not from America), the best were sold in S America, the scag was sold in America.",2
1034,It's amazing to me that you all think the fact that some blacks owned slaves somehow makes it all ok. By the way; you were the last to know.,0
1035,"It is a fact that many blacks owned many slaves. That does not make it okay, but neither does it make white ownership any worse. There are still many blacks owning slaves today, just not here.",0
1036,Your lack of knowledge is astounding.,0
1037,Kidnapped? How about that flag where the same grandmother could be lynched or kept from ordering and eating a hamburger next to a white person? Where does this end with removing of all things offensive?,0
1038,"Liberals want to remove EVERYTHING that THEY do not agree with, including the Constitution.",0
1039,"Did you miss the point of the article? This isn't about what we ""should"" do. It is about unlawfully restricting that which we have a right to do.",0
1040,I must have missed the case where a state prevented an individual from flying a confederate flag on their own property.,0
1041,Thats just people trying to spin it like its being ban.,0
1042,Typical Fox.,0
1043,"Until we get back to survival of the fittest, we will continue to become weaker. The wolves are at the gate. They're just waiting for us to tear it down ourselves.",0
1044,Testing 123,0
1045,"Using income as a way to diversify a student body is an alternative to race-based admissions, but only if the college has a strong endowment and a commitment to financial aid. One of the most respected colleges in the country, Haverford College, just announced that they are no longer need-blind in their admissions process due to budgetary concerns. There are very few colleges truly equipped to fund low-income students in a way that doesn't saddle them with debt for the rest of their lives. If income is the new strategy to create diversity, colleges need to do a better job of making the cost of an education more affordable. And, that seems unlikely at most institutions",0
1046,Collage and University admissions already favors the disadvantaged. Can anyone name another item whose price for the exact same item is determined by one's ability to pay?,0
1047,"Looks like one of the moderators didn't like one of my prior posts, so censored it. I will try again, From the Princeton website",0
1048,"A WHITE MAN WHO IS A WAR VETERAN- WITH A YOUNG WHITE DAUGHTER WHO NEEDS A LIFE SAVING OPERATION - STUDIES FOR 20 YEARS TO BECOME A SCIENTIST, AND A NON WHITE WOMAN FROM A WEALTHY FAMILY FROM COMMUNIST CHINA WHO HAS STUDIED FOR 1 YEAR TO ATTEMPT TO BECOME A SCIENTIST, BOTH ENROLL AT THE SAME COLLEGE AND SHE IS ACCEPTED OVER HIM DUE TO THE MARXIST AFFIRMITIVE ACTION LAW. WHEN HE RETURNS HOME AND HIS DAUGHTER ASKS WHY HE WAS TURNED AWAY FROM THE OPPOUNITY TO MAKE MONEY FOR HER OPERATION, WHICH HE STUDIED HARD FOR HE HAS TO TELL HIS DAUGHTER IT IS BECAUSE HIS SKIN IS THE SAME COLOUR HIS DAUGHTER'S IS. AND MARXIST CLINTON SUPPOS THIS LAW.",2
1049,"I INTENDED TO TYPE ""BOTH APPLY AT THE SAME COLLEGE"", NOT ""BOTH ENROLL AT THE SAME COLLEGE"".",0
1050,Bad example dude...Asians in particular get no affirmative action break. Google it Asians are getting screwed by government policy.,0
1051,"In 1975 I couldn't get a job in Bellingham Washington. Everywhere I went, 6 of the major companies to which I applied, had multiple openings, but I didn't qualify for any of them. Oh, I had the education and I had the experience, but what I didn't have? I didn't have the correct ethnic background I was Caucasian with no ""diversity"" (code for minority) status. At the ""Unemployment Office"", as it was called at the time, many of the people with the correct ""diversity"" were standing in line to receive their Unemployment checks. As I got up to the counter I asked why so many ""people of color"" didn't apply at the industries I had applied to for a job. I stated each company by name and the number of positions open and asked why these people couldn't go to work to fulfill the ""quota"" so I could take a position with one of the companies I had listed. The person behind the counter was a ""person of color"" and her response was short and to the point. I needed to move along so the next person could receive their benefit check. Jobs, education and now wealth are to be ""adjusted"" to match the outcome desired of the population of The United States of America That my friends is Socialism Since the government Establishment could not push legislation to make all people ""equal"" the SCOTUS has taken up the challenge and will dictate that design God help us all",2
1052,"Been there... in the 70's i worked temp jobs from factories gas stations digging ditches to landscaping & self employment multiple refusals for decent jobs that stemmed from the fact that good companies had a quota & reserved jobs for minorities, refusals for educational grants, scholarships & loans, while my visible & gender minority peers received full rides(even though many were far better off than I, and over 40 years in the workforce living with affirmative action, minorities in supervision edicts, diversity initiatives, inclusive initiatives, women in non traditional roles... ... ... the government cant legislate equality all it can do is discriminate against certain demographics and it has done that with flying colors(no pun intended) look at any state or local government they are (at least where I live dominated by minorities far above their respective % in society the same goes for construction work and the service industry... … We are no longer a free country.",2
1053,"""Last year the Cooke Foundation awarded the $1 million Cooke Prize for Equity in Educational Excellence to Vassar College for its excellent record of admitting, supporting and graduating outstanding low-income students"", The key word is ""supporting"" ... read extra tutoring, mentoring etc. for students who really aren't qualified to begin with.",2
1054,"Yes, because diversity trumps all common sense Colleges already lower requirements based on parents education and your zip code. My daughter's guidance counselor was honest with us. She said your resume is perfection and beyond compare but you have some strikes against you... you're a white female, with a nice zip code and both your parents graduated from college. You likely won't get into any of these elite schools even though you are more than qualified based on your grades, test scores, recommendations and resume. So sorry honey that your parents were responsible and hard working.",0
1055,Affirmative action means we get affirmatively second rate doctors and other professionals.,2
1056,"But those professionals that you berate will still have gotten through school, just like all the privileged kids.",0
1057,"Diversity, multiculturalism and racial integration is white genocide period.",2
1058,every one has a little bit of everyone in their dna.,0
1059,"I thought the Left loved Darwin, that is, the successful succeed rather than the unsuccessful artificially made to succeed. Wait, the successful ensure that others are unsuccessful through various shenanigans. BUT, they are successful because they try rather than spending time and energy on why or why not they succeed Way too easy to blame lack of success on others. I am left handed and bald, therefore my lack of success is because others stop my success only because of my condition, and has nothing to do with my ability. Just realize that whites happen to succeed, it is a matter of chance not genetics, while others do not. Wait, the 100m track event needs affirmative action Too many blacks winning, must be racist and needs affirmative action to make whites equally win",2
1060,"Seriously? The reports also recommend that colleges roll back the athletic admissions preference, because at elite colleges this preference often goes to students playing sports that very few low-income and minority students play – such as crew, water polo, squash and fencing. The Ivy League does not give athletic scholarships to anyone. Any financial awards are based on ""need"".",0
1061,"""3 percent of students at America’s most selective college and universities come from the 25 percent of families with the lowest incomes, while 72 percent come from the 25 percent of families with the highest incomes."" Students who can afford to pay for a better college will now have no advantage over students who don't. Affirmative Action applied to wealth, what's next? Affirmative action applied to...............short people?",0
1062,so you should have an advantage cause you can pay? not intelligence,0
1063,"If all those terrorist attacks we've been having are just workplace violence, why are there so many police and guards all over Washington? Hmmmm?",0
1064,This is simply not true,0
1065,Hillry's welfare army doesn't really want jobs. They want more freebies.,2
1066,Another win for the EU union and the takeo of America,0
1067,Diversity,0
1068,"Hmmm? Sacrificing the future of our nation at the alter of diversity, sounds like a the perfect plan for ignorant people to support. MLK would not support this stupidity.",2
1069,right on,0
1070,"""If America is to live up to its promise as the land of opportunity"" Where is this promise written? I know it's not in the Constitution or the Declaration. The Declaration guarantees ""Life, Liberty and the pursuit of Happiness""",0
1071,China is the land of equality. That is what communism is for. America is the land of opportunity. That is what democracy is for. You cannot have both.,0
1072,Discrimination is alive and well in America. We just call it affirmative actions. If discrimination is wrong then reverse discrimination is just as wrong with all Do Respect to the SCOTUS.,0
1073,"There is no ""reverse discrimination"", there is only discrimination. Liberals invented ""reverse discrimination"" as a term to imply the origin of all discrimination was created by and practiced only by Caucasians",0
1074,It needs to get rid of the illegal aliens and deadbeats,2
1075,White male,0
1076,What's next? Affirmative action at the Cadillac dealership because it's racist not everyone can afford a Cadillac?,0
1077,"In America the only qualification you need is to be black, Latino, a woman, or part of the LGBT community. That means white males are the most discriminated demographic in the U.S.",2
1078,"Must be all that ""privilege"" I keep hearing about",0
1079,What nonsense. The most qualified candidate should be chosen. Punishing them for being the wrong color is not somehow more progressive. Its the same old racism using different words.,0
1080,"It was a policy developed in response to different times with different problems. Those problems still exist, but they've changed. Perhaps it's time for policy to evolve as well.I'm not sure I agree with every idea discussed in the article, but some of them seem sensible. And in contrast to affirmative action, these policies could achieve the same thing while tending to favor the most qualified candidate, as you say.",0
1081,"No need for affirmative action. Just take race out of the equation and admit students on a number system only; top scores get in. If every college in the country is packed full of Jews, Asians, and white Europeans, so be it.",0
1082,"That's called the Merit System and requires students to actually study and perform. Sometimes it seems minorities think they have somehow ""earned"" an easier path. Could we call the ""Minority Privilege""?",2
1083,The Supemes have decide discrimination is just fine.....as long as it is reversed,0
1084,Affirmative action is nothing more than an anti-white racist policy.,2
1085,They need to start in the high schools that aren't preparing low income student for college.,0
1086,Affirmative action is discrimination.,0
1087,"So, ""Separate but equal"" was thrown out by the supreme court. But now it is just fine? Money aside, shouldn't we all have to meet the same standard for enrollment?",0
1088,"If a black leaves high school and can't sign his name or read above a 6th grade level, what makes anyone think he will do any better in college...? Everyone doesn't belong in college. The country needs thousands of burger flippers and broom pushers.",2
1089,Not just low income unskilled. We need plumbers and mechanics too. You are right college isn't for everyone. Work is.,2
1090,Trading is the best thing that ever happened to me. I’m a student and I’m proud to say that I’m profiting really well. If you want to learn how to trade and profit from trading. Search Superior Trading System.,0
1091,"What nonsense. The percentage of Hispanics and Blacks actually graduating is dismal. Junior colleges are overflowing because the Blacks and Hispanics are not prepared and junior colleges have to teach them the last two years of high school so they are capable of taking college level classes. Look at the major university graduation data and you will see that Hispanics and Blacks don't get degrees in STEM, they receive degrees in Black Studies and Hispanic Studies. Then the Government has a requirement for quotas of Blacks and Hispanics for any company that provides goods or services for the Government. So we will have small armies of students that know nothing that will be working at US companies. Seems just like the old Soviet Union. The United States has no future.",2
1092,Maybe that is why the US is 39th in math and science among all civilized countries,2
1093,"What nonsense. The percentage of Hispanics and Blacks actually graduating is dismal. Junior colleges are overflowing because the Blacks and Hispanics are not prepared and junior colleges have to teach them the last two years of high school so they are capable of taking college level classes. Look at the major university graduations and you will see that Hispanics and Blacks don't get degrees in STEM, they receive degrees in Black Studies and Hispanic Studies. Then the Government has a requirement for quotas of Blacks and Hispanics for any company that provides goods or services for the Government. So we will have small armies of students that know nothing that will be working at US companies. Seems just like the old Soviet Union. The United States has no future.",2
1094,"They teach ""diversity"" in these US Companies.",0
1095,If you have something to offer other than your misery like excellent grades for example elite universities will give you scholarships.,0
1096,Lots of kids with excellent grades cannot get scholarships. There aren't that many scholarships. Next time try writing something truthful.,0
1097,Excellent Grades? So how many 'Straight A' minorities show up for college and can't even handle 12 hrs of Liberal Arts courses?,2
1098,What exactly is racial diversity? The liberals insist race is just a social construct and that we're really all just alike. So which is it? Do the races differ or not? There is no diversity in diversity if we are all just alike.,0
1099,"We are all alike. However, we are treated differently for political reasons. The dems have to have 'victims' so they can get more voters. It started with blacks, next to woman groups and then to Hispanics. Who is next? Muslims?",2
1100,"What ""income diversity"" do you mean? High school grads don't have any income. Oh, you mean the income of the PARENTS if such exist. In other words, you intend to reward unproductive or irresponsible parents, and penalize good parents. That's the inevitable result of equal-outcome socialism, it destroys a meritocracy.",0
1101,"If the government subsidizes anything, you re guaranteed to see more of it.",0
1102,"It also creates another problem. If/when implemented unless they include low (and I mean very low) SAT or ACT scores then the color diversity will disappear, thus, ACLU, etc. will file lawsuits that not enough of this color or that color are represented.",0
1103,"The socialists want to increase income diversity, political speak for steal from whites and give to non-whites. I have a better idea. All whites boycott the schools who feel they have to discriminate against whites. See how long all minority schools stay in business",2
1104,Just another case of the Supreme Court ignoring the Constitution. What a disgraceful group of knuckleheads.,0
1105,"If the college grading systems weren't biased in favor of the under-represented this whole think might work. Unfortunately, having made the commitment to diversity, professors allow their bias to affect the grading of work that is evaluated subjectively. It is a disservice to the taxpayers paying the freight and the student who wrongly believe they have earned their grades.",0
1106,"Watching college students being interviewed on the streets and asked simple common knowledge questions....""higher education"" is a cruelty joke.",0
1107,It also lowers the standards for achieving,0
1108,"All College professors be paid 200,00 dollars a week, and then they are still overpaid.",0
1109,my mom in law got a fantastic green Lexus NX 200t SUV by working part time off of a home.see it here=====JobsBay24.comllllllll,0
